item_type,date_uploaded,source_file,item_id,title,genre,source,date,place_of_origin,subject,item_format,language,contributor,rights,alternative_title
still image,2024-12-08,nypl-item-metadata\768d5980-c5d2-012f-6872-58d385a7bc34.json,768d5980-c5d2-012f-6872-58d385a7bc34,['Malay natives.  Penang.'],"['Postcards', 'Ethnographic photographs']",https://digitalcollections.nypl.org/items/768d5980-c5d2-012f-6872-58d385a7bc34,"['1901', '1907']",Penang,"['Malaysians', 'Indigenous peoples', 'Malaysia']","['Collotypes', '9 x 14 cm.', '1 photomechanical print (postcard) : collotype ; 14 x 9 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\769b84f0-c5d1-012f-3044-58d385a7bc34.json,769b84f0-c5d1-012f-3044-58d385a7bc34,"['Whampao Road, Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/769b84f0-c5d1-012f-3044-58d385a7bc34,"['1907', '1918']",Hong Kong,"['Shanghai (China)', 'Streets--China']","['Collotypes', '9 x 14 cm.', 'Black collotype key printed over three-color lithography.']",eng,"Sternberg, M.","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\76e16010-c5d1-012f-f95a-58d385a7bc34.json,76e16010-c5d1-012f-f95a-58d385a7bc34,['Shanghai.  French consulate.'],Postcards,https://digitalcollections.nypl.org/items/76e16010-c5d1-012f-f95a-58d385a7bc34,Not found,Shanghai,"['Shanghai (China)', 'Streets--China', 'Consulates']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with benday tints and hand-colored highlights.']",eng,Chrom. Edit. Kingshill (Firm: Shanghai),"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7715e530-c5d1-012f-42c7-58d385a7bc34.json,7715e530-c5d1-012f-42c7-58d385a7bc34,"['Bridge to Szechnen Road, Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/7715e530-c5d1-012f-42c7-58d385a7bc34,"['1907', '1918']",Shanghai,"['Shanghai (China)', 'Streets--China', 'Architecture--China--Western influences']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with benday tints and hand-colored highlights.']",eng,Chrom. Edit. Kingshill (Firm: Shanghai),"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\77946e30-c5d1-012f-417e-58d385a7bc34.json,77946e30-c5d1-012f-417e-58d385a7bc34,"['Broadway with Astor House, Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/77946e30-c5d1-012f-417e-58d385a7bc34,"['1907', '1918']",Shanghai,"['Shanghai (China)', 'Streets--China', 'Hotels', 'Rickshaws']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with benday tints and hand-colored highlights.']",eng,Chrom. Edit. Kingshill (Firm: Shanghai),"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7860a640-c5d1-012f-dab9-58d385a7bc34.json,7860a640-c5d1-012f-dab9-58d385a7bc34,"['Nanking Road, near Shanse Road, Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/7860a640-c5d1-012f-dab9-58d385a7bc34,"['1907', '1918']",Shanghai,"['Shanghai (China)', 'Streets--China', 'Commercial streets']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with benday tints and hand-colored highlights.']",eng,Young Photo Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\78959750-c5d1-012f-3f0f-58d385a7bc34.json,78959750-c5d1-012f-3f0f-58d385a7bc34,"['Bunb [i.e., Bund] of France town in Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/78959750-c5d1-012f-3f0f-58d385a7bc34,"['1901', '1907']","Yokohama, Japan","['Shanghai (China)', 'Waterfronts', 'City & town life -- China']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,"Kanamaru (Firm : Yokohama, Japan)","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\78cc8b00-c5d1-012f-3ddb-58d385a7bc34.json,78cc8b00-c5d1-012f-3ddb-58d385a7bc34,['Shanghai.  City Tea House.'],Postcards,https://digitalcollections.nypl.org/items/78cc8b00-c5d1-012f-3ddb-58d385a7bc34,Not found,Shanghai,Not found,"['Collotypes', '9 x 14 cm.']",eng,Toyo Murakami (Firm),"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\794d1000-c5d1-012f-50ad-58d385a7bc34.json,794d1000-c5d1-012f-50ad-58d385a7bc34,['Shanghai tea shops.'],Postcards,https://digitalcollections.nypl.org/items/794d1000-c5d1-012f-50ad-58d385a7bc34,"['1901', '1907']",s.l.,"['Shanghai (China)', 'Tearooms', 'City & town life -- China']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7996bbe0-c5d1-012f-c22f-58d385a7bc34.json,7996bbe0-c5d1-012f-c22f-58d385a7bc34,"['Seward Road, Shanghai.']",Postcards,https://digitalcollections.nypl.org/items/7996bbe0-c5d1-012f-c22f-58d385a7bc34,"['1907', '1918']",Shanghai,Not found,"['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with benday tints and hand-colored highlights.']",eng,Young Photo Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7bf54d90-c5d2-012f-20c0-58d385a7bc34.json,7bf54d90-c5d2-012f-20c0-58d385a7bc34,['Burma.  The Irrawaddy.'],"['Postcards', 'Landscape paintings']",https://digitalcollections.nypl.org/items/7bf54d90-c5d2-012f-20c0-58d385a7bc34,Not found,Printed in England,"['Irrawaddy River (Burma)', 'Burma', 'Rivers', 'Boats']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7c2a3cf0-c5d2-012f-feeb-58d385a7bc34.json,7c2a3cf0-c5d2-012f-feeb-58d385a7bc34,['Burmese poay [pwe].'],"['Postcards', 'Genre paintings']",https://digitalcollections.nypl.org/items/7c2a3cf0-c5d2-012f-feeb-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Burma', 'Burmese', 'Dancers in art', 'Dance', 'Audiences']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over color lithography with additional hand coloring.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7c70aff0-c5d2-012f-a207-58d385a7bc34.json,7c70aff0-c5d2-012f-a207-58d385a7bc34,"[""Buddha's image inside Arracan [Arakan] Pagoda.""]",Postcards,https://digitalcollections.nypl.org/items/7c70aff0-c5d2-012f-a207-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Buddhas', 'Sculpture, Burmese']","['Halftone photomechanical prints', '14 x 9 cm.', 'Hand colored.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7ca14790-c5d2-012f-f518-58d385a7bc34.json,7ca14790-c5d2-012f-f518-58d385a7bc34,['Bell Pagoda -- Bhamo.'],Postcards,https://digitalcollections.nypl.org/items/7ca14790-c5d2-012f-f518-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Burma', 'Pagodas']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7ce8a280-c5d2-012f-9363-58d385a7bc34.json,7ce8a280-c5d2-012f-9363-58d385a7bc34,['Shwesandaw Pagoda at Prome [Pyay].'],Postcards,https://digitalcollections.nypl.org/items/7ce8a280-c5d2-012f-9363-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Pagodas', 'Burma']","['Halftone photomechanical prints', '14 x 9 cm.', 'Black halftone key printed over three-color lithography with hand coloring.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7d209d80-61b4-013a-d3d5-0242ac110003.json,7d209d80-61b4-013a-d3d5-0242ac110003,"['Hong Kong, Queens Rd. Central (Chinese portion)']",Postcards,https://digitalcollections.nypl.org/items/7d209d80-61b4-013a-d3d5-0242ac110003,Not found,London,Not found,"['Halftone photomechanical prints', '9 x 14 cm', 'Tinted halftone.']",eng,Raphael Tuck & Sons,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7d228280-c5d2-012f-477f-58d385a7bc34.json,7d228280-c5d2-012f-477f-58d385a7bc34,['Serpent Pagoda--Thayetmyo.'],Postcards,https://digitalcollections.nypl.org/items/7d228280-c5d2-012f-477f-58d385a7bc34,Not found,Rangoon ; printed in Germany,Not found,"['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with additional hand coloring.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7d5c4320-c5d2-012f-8c59-58d385a7bc34.json,7d5c4320-c5d2-012f-8c59-58d385a7bc34,['Kubyaukgyi [also Gubyaukgyi] Pagoda at Pagan.'],Postcards,https://digitalcollections.nypl.org/items/7d5c4320-c5d2-012f-8c59-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Pagan (Burma)', 'Buddhist temples', 'Pagodas']",Not found,eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7d7824d0-7e0c-013a-44ec-0242ac110003.json,7d7824d0-7e0c-013a-44ec-0242ac110003,"['Hongkong, arches near the Fire Brigade Station']",Postcards,https://digitalcollections.nypl.org/items/7d7824d0-7e0c-013a-44ec-0242ac110003,Not found,Hong Kong,Not found,"['Halftone photomechanical prints', '9 x 14 cm']",eng,Turco-Egyptian Tobacco Store,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7da248f0-c5d2-012f-c582-58d385a7bc34.json,7da248f0-c5d2-012f-c582-58d385a7bc34,['Cathedral Church--Rangoon.'],Postcards,https://digitalcollections.nypl.org/items/7da248f0-c5d2-012f-c582-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Rangoon (Burma)', 'Cathedrals']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7dd89f90-c5d2-012f-2231-58d385a7bc34.json,7dd89f90-c5d2-012f-2231-58d385a7bc34,"[""General Hospital, Rangoon--nurses' quarters.""]",Postcards,https://digitalcollections.nypl.org/items/7dd89f90-c5d2-012f-2231-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Rangoon (Burma)', 'Hospitals', 'Loggias']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7e26ec20-c5d2-012f-ef92-58d385a7bc34.json,7e26ec20-c5d2-012f-ef92-58d385a7bc34,"['Jubilee Hall, Rangoon.']",Postcards,https://digitalcollections.nypl.org/items/7e26ec20-c5d2-012f-ef92-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Rangoon (Burma)', 'Cultural facilities']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7e2a5850-61be-013a-ac5e-0242ac110003.json,7e2a5850-61be-013a-ac5e-0242ac110003,"['Queens Road, Hongkong']",Postcards,https://digitalcollections.nypl.org/items/7e2a5850-61be-013a-ac5e-0242ac110003,"['1900', '1925']",Hong Kong,Not found,"['Halftone photomechanical prints', '9 x 14 cm', 'Tinted halftone.']",eng,Lau Ping Kee,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7e5de5e0-c5d2-012f-d7b1-58d385a7bc34.json,7e5de5e0-c5d2-012f-d7b1-58d385a7bc34,"['Race stands, Rangoon.']",Postcards,https://digitalcollections.nypl.org/items/7e5de5e0-c5d2-012f-d7b1-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Rangoon (Burma)', 'Grandstands', 'Racetracks', 'Horse racing']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7ea24e30-c5d2-012f-9047-58d385a7bc34.json,7ea24e30-c5d2-012f-9047-58d385a7bc34,['Chief Court--Burma.'],Postcards,https://digitalcollections.nypl.org/items/7ea24e30-c5d2-012f-9047-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Rangoon (Burma)', 'Courthouses']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7eddbd30-c5d2-012f-2fc6-58d385a7bc34.json,7eddbd30-c5d2-012f-2fc6-58d385a7bc34,[],Postcards,https://digitalcollections.nypl.org/items/7eddbd30-c5d2-012f-2fc6-58d385a7bc34,Not found,Rangoon ; printed in Germany,"['Monasteries', 'Buddhist monasteries', 'Mandalay (Burma : Division)', 'Rattan palms']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone key printed over three-color lithography with additional hand coloring.']",Not found,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7f250be0-c5d2-012f-1662-58d385a7bc34.json,7f250be0-c5d2-012f-1662-58d385a7bc34,"[""King Theebaw's throne--Mandalay.""]",Postcards,https://digitalcollections.nypl.org/items/7f250be0-c5d2-012f-1662-58d385a7bc34,Not found,Rangoon ; printed in Germany,Not found,"['Halftone photomechanical prints', '9 x 14 cm.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7f5c8750-c5d2-012f-544c-58d385a7bc34.json,7f5c8750-c5d2-012f-544c-58d385a7bc34,"[""The Queen's golden kyoung, Mandalay, Burmah.""]",Postcards,https://digitalcollections.nypl.org/items/7f5c8750-c5d2-012f-544c-58d385a7bc34,Not found,Printed in England,"['Monasteries', 'Buddhist monasteries', 'Mandalay (Burma : Division)']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Raphael Tuck & Sons,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7fa4b990-c5d2-012f-a96f-58d385a7bc34.json,7fa4b990-c5d2-012f-a96f-58d385a7bc34,"['Pagodas by moonlight, Mandalay.']","['Postcards', 'Landscape paintings']",https://digitalcollections.nypl.org/items/7fa4b990-c5d2-012f-a96f-58d385a7bc34,Not found,Printed in England,"['Mandalay (Burma : Division)', 'Pagodas', 'Rivers']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\7fd91790-c5d2-012f-e3ec-58d385a7bc34.json,7fd91790-c5d2-012f-e3ec-58d385a7bc34,['A zeyat--Mandalay.'],Postcards,https://digitalcollections.nypl.org/items/7fd91790-c5d2-012f-e3ec-58d385a7bc34,Not found,Printed in England,"['Mandalay (Burma : Division)', 'Dwellings']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\80239740-c5d2-012f-4656-58d385a7bc34.json,80239740-c5d2-012f-4656-58d385a7bc34,['Arracan [Arakan] Pagoda--Mandalay.'],Postcards,https://digitalcollections.nypl.org/items/80239740-c5d2-012f-4656-58d385a7bc34,Not found,Rangoon,"['Mandalay (Burma : Division)', 'Pagodas']","['Halftone photomechanical prints', '9 x 14 cm.', 'Black halftone printed over three-color lithography.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\81436450-732c-013a-67ee-0242ac110002.json,81436450-732c-013a-67ee-0242ac110002,"['Hongkong, opposite the City Hall']",Postcards,https://digitalcollections.nypl.org/items/81436450-732c-013a-67ee-0242ac110002,Not found,Hong Kong,Not found,"['Halftone photomechanical prints', '9 x 14 cm']",eng,Turco-Egyptian Tobacco Store,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\866d6ba0-7e2b-013a-3d17-0242ac110002.json,866d6ba0-7e2b-013a-3d17-0242ac110002,['Peak. Hongkong'],Postcards,https://digitalcollections.nypl.org/items/866d6ba0-7e2b-013a-3d17-0242ac110002,"['1907', '1925']",Not found,Not found,"['Collotypes', '9 x 14 cm']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\8769e3e0-6055-013a-dd92-0242ac110003.json,8769e3e0-6055-013a-dd92-0242ac110003,"['Hongkong, Des Voeux Road West']",Postcards,https://digitalcollections.nypl.org/items/8769e3e0-6055-013a-dd92-0242ac110003,Not found,Hong Kong,Not found,Not found,eng,Turco-Egyptian Tobacco Store,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\887ea880-c5d2-012f-b125-58d385a7bc34.json,887ea880-c5d2-012f-b125-58d385a7bc34,['Earth oil wells--Yenanchoung.'],Postcards,https://digitalcollections.nypl.org/items/887ea880-c5d2-012f-b125-58d385a7bc34,Not found,Rangoon,"['Yenangyaung (Burma)', 'Burmese', 'Oil wells', 'Oil well drilling rigs', 'Petroleum workers']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,D. A. Ahuja,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
