item_type,date_uploaded,source_file,item_id,title,genre,source,date,place_of_origin,subject,item_format,language,contributor,rights,alternative_title
['still image'],2024-12-08,loc-item-metadata\cph-3g08479.json,2002700239,Gokakoku ... gankirō ni oite sakamori no zu,"['Triptychs--Japanese--1860', 'Woodcuts--Japanese--Color--1860']",https://www.loc.gov/item/2002700239/,1860.,['Japan--Yokohama-shi'],"['Foreign visitors--Japan--Yokohama-shi--1860', 'Entertainment--Japan--Yokohama-shi--1860', 'Courtesans--Japan--Yokohama-shi--1860', 'Eating & drinking--Japan--Yokohama-shi--1860', 'Teahouses--Japan--Yokohama-shi--1860-1870']","['1 print on hōsho paper (3 sheets) : woodcut, color ; 36.5 x 24.5 cm. (each block), 37 x 24.8 cm. (each sheet)']",['jpn'],"['Ochiai, Yoshiiku, 1833-1904, artist.']",No known restrictions on publication.,['Five nations - merrymaking at the Gankirō tea house.']
['still image'],2024-12-08,loc-item-metadata\cph-3g10372.json,2002700113,[Village scene in Japan showing people engaged in various activities],['Woodcuts--Japanese--Color--1860-1880'],https://www.loc.gov/item/2002700113/,[ca. 1870],['Japan'],"['City & town life--Japan--1860-1880', 'Rickshaws--Japan--1860-1880', 'Horseback riding--Japan--1860-1880', 'Boats--Japan--1860-1880', 'Farming--Japan--1860-1880', 'Conversation--1860-1880']","['1 print on hōsho paper : woodcut, color ; 35 x 23 cm. (block), 35.6 x 23 cm. (sheet)']",['jpn'],Not found,No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\cph-3g10434.json,2002700173,Ueno kōen naikoku kangyō daini hakurankai bijutsukan narabini [shojo] funsuiki no zu,"['Woodcuts--Japanese--Color--1880-1890', 'Triptychs--Japanese--Color--1880-1890']",https://www.loc.gov/item/2002700173/,1881.,"['Japan--Tokyo', 'Ueno Kōen (Tokyo, Japan)']","['Exhibitions--Japan--Tokyo--1880-1890', 'People--Japan--Tokyo--1880-1890', 'Fountains--Japan--Tokyo--1880-1890', 'Ueno Kōen (Tokyo, Japan)']","['1 print on hōsho paper (3 sheets) : woodcut, color ; each block 36.2 x 24.2 cm., each sheet 37.5 x 25 cm.']",['jpn'],"['Utagawa, Hiroshige, 1842?-1894, artist, engraver.']",No known restrictions on publication.,['Second national industrial exhibition at Ueno Park.']
['still image'],2024-12-08,loc-item-metadata\cph-3g10521.json,2002700238,Amerikajin yūgyō,['Woodcuts--Japanese--Color--1860-1870'],https://www.loc.gov/item/2002700238/,[186-],['Japan'],"['Foreign visitors--American--Japan--1860-1870', 'Families--Japan--1860-1870', 'Walking--Japan--1860-1870', 'Recreation--Japan--1860-1870']","['1 print on hōsho paper : woodcut, color ; 35.5 x 24.2 cm. (block), 37.5 x 25.2 cm. (sheet)']",['jpn'],"['Utagawa, Yoshifuji, 1828-1887, artist.']",No known restrictions on publication.,['Americans taking a stroll.']
['still image'],2024-12-08,loc-item-metadata\cph-3g10539.json,2002700255,Amerikakoku jōkisenchū no zu,"['Triptychs--Japanese--1860-1870', 'Woodcuts--Japanese--Color--1860-1870']",https://www.loc.gov/item/2002700255/,1861.,['Japan'],"['Dining rooms--Japan--1860-1870', 'Passenger quarters--1860-1870', 'Eating & drinking--Japan--1860-1870', 'Ships--American--Japan--1860-1870']","['1 print on hōsho paper (3 sheets) : woodcut, color ; 35.9 x 24.4 cm. (each block), 37.2 x 25.6 cm. (each sheet)']",['jpn'],"['Utagawa, Yoshikazu, active 1848-1863, artist.']",No known restrictions on publication.,['Interior of an American steamship.']
['still image'],2024-12-08,loc-item-metadata\jpd-00046.json,2009615043,Koishikawa yuki no ashita,"['Landscape prints--1830-1840', 'Ukiyo-e--Japanese--1830-1840', 'Woodcuts--Japanese--Color--1830-1840']",https://www.loc.gov/item/2009615043/,[1832 or 1833],['Japan'],"['Snow--Japan--1830-1840', 'Winter--Japan--1830-1840']","['1 print : woodcut, color ; 25.3 x 37.4 cm.']",['jpn'],"['Katsushika, Hokusai, 1760-1849, artist.']",No known restrictions on publication.,['Snow at Koishikawa.']
['still image'],2024-12-08,loc-item-metadata\jpd-00139.json,2009615132,Semitori,"['Ukiyo-e--Japanese--1760-1770', 'Woodcuts--Japanese--Color--1760-1770']",https://www.loc.gov/item/2009615132/,1765.,['Japan'],"['Women--Domestic life--Japan--1760-1770', 'Children--Japan--1760-1770', 'Recreation--Japan--1760-1770', 'Crickets--Japan--1760-1770']","['1 print : woodcut, color ; 27.7 x 19.1 cm.']",['jpn'],"['Suzuki, Harunobu, 1725?-1770, artist.']",No known restrictions on publication.,['Catching crickets.']
['still image'],2024-12-08,loc-item-metadata\jpd-00154.json,2009615185,Hanami zuki,"['Ukiyo-e--Japanese--1780-1790', 'Woodcuts--Japanese--Color--1780-1790']",https://www.loc.gov/item/2009615185/,[between 1785 and 1789],['Japan'],"['Cherry trees--Japan--1780-1790', 'Women--Social life--Japan--1780-1790', 'Courtesans--Japan--1780-1790', 'Red-light districts--Japan--1780-1790']","['1 print : woodcut, color ; 22.4 x 15.9 cm.']",['jpn'],"['Torii, Kiyonaga, 1752-1815, artist.']",No known restrictions on publication.,['Cherry blossom viewing month.']
['still image'],2024-12-08,loc-item-metadata\jpd-00181.json,2009615173,Kanbara,"['Ukiyo-e--Japanese--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2009615173/,[ca. 1855],"['Japan', 'Tōkaidō (Japan)', 'Fuji, Mount (Japan)']","['Pilgrimages--Japan--1850-1860', 'Pilgrims--Japan--1850-1860', 'Teahouses--Japan--1850-1860', 'Tōkaidō (Japan)', 'Fuji, Mount (Japan)']","['1 print : woodcut, color ; 36 x 24.7 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-00278.json,2009615268,Higashi no kata Arakuma,"['Portrait prints--1840-1850', 'Ukiyo-e--Japanese--1840-1850', 'Woodcuts--Japanese--Color--1840-1850']",https://www.loc.gov/item/2009615268/,[ca. 1847],['Japan'],['Sumo wrestlers--Japan--1840-1850'],"['1 print : woodcut, color ; 38.3 x 25.7 cm.']",['jpn'],"['Utagawa, Kunisada, 1786-1864, artist.']",No known restrictions on publication.,['The wrestler Arakuma of the East Side.']
['still image'],2024-12-08,loc-item-metadata\jpd-00501.json,2009615472,Sumida tsutsumi hanami no zu,"['Ukiyo-e--Japanese--1840-1860', 'Woodcuts--Japanese--Color--1840-1860']",https://www.loc.gov/item/2009615472/,[between 1848 and 1854],"['Japan', 'Sumida River (Japan)']","['Sightseers--Japan--1840-1860', 'Cherry trees--Japan--1840-1860', 'Flowers--Japan--1840-1860', 'Rivers--Japan--1840-1860', 'Sumida River (Japan)']","['1 print : woodcut, color ; 24.4 x 37 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Viewing cherry blossoms along the Sumida River.']
['still image'],2024-12-08,loc-item-metadata\jpd-00507.json,2009615477,Sakura namiki zu,"['Landscape prints--1820-1860', 'Ukiyo-e--Japanese--1820-1860', 'Woodcuts--Japanese--Color--1820-1860--Reproductions--1890-1920']",https://www.loc.gov/item/2009615477/,"[between 1820 and 1858, printed later]",['Japan'],"['Cherry trees--Japan--1820-1860', 'Flowers--Japan--1820-1860']","['1 print : woodcut, color ; 25.5 x 37.7 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['A Grove of Cherry Trees.']
['still image'],2024-12-08,loc-item-metadata\jpd-00790.json,2008660052,Hagi,"['Ukiyo-e--1800-1810', 'Woodcuts--Japanese--Color--1800-1810']",https://www.loc.gov/item/2008660052/,1809.,['Japan'],"['Women--Clothing & dress--Japan--1800-1810', 'Shrubs--Japan--1800-1810', 'Poets--Japan--1800-1810']","['1 print : woodcut, color ; 37.6 x 26.4 cm.']",['jpn'],"['Utagawa, Toyokuni, 1769-1825, artist.']",No known restrictions on publication.,['Bushclover.']
['still image'],2024-12-08,loc-item-metadata\jpd-01197.json,2009630236,Sakura cherry,['Ink drawings--Japanese--Color--1870-1880'],https://www.loc.gov/item/2009630236/,[187-],['Japan'],"['Flowers--Japan--1870-1880', 'Cherry trees--Japan--1870-1880', 'Leaves--1870-1880']","['1 drawing : ink, color ; 14 x 9.7 cm (sheet)']",['eng'],Not found,No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-01271.json,2005675751,Tanba kanesaka,"['Ukiyo-e--1850-1860', 'Landscape prints--Japanese--1850-1860', 'Woodcuts--Color--Japanese--1850-1860']",https://www.loc.gov/item/2005675751/,1853],['Japan--Tanba Region'],['Rock formations--Japan--Tanba Region--1850-1860'],"['1 print : woodcut, color ; 35.9 x 24.1 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Kanesaka of Tanba.']
['still image'],2024-12-08,loc-item-metadata\jpd-01307.json,2004666335,Tōto meguro yuhhigaoka,"['Ukiyo-e--1850-1860', 'Landscape prints--Japanese--1850-1860', 'Woodcuts--Color--Japanese--1850-1860']",https://www.loc.gov/item/2004666335/,1858.,"['Japan--Tokyo', 'Fuji, Mount (Japan)']","['Maples--Japan--Tokyo--1850-1860', 'Fuji, Mount (Japan)--1850-1860']","['1 print : woodcut, color ; 35.8 x 24.6 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,"['Sunset Hill, Meguro in the eastern capitol.']"
['still image'],2024-12-08,loc-item-metadata\jpd-01317.json,2004666330,Suruga miho no matsubara,"['Ukiyo-e--1850-1860', 'Landscape prints--Japanese--1850-1860', 'Woodcuts--Color--Japanese--1850-1860']",https://www.loc.gov/item/2004666330/,1858.,"['Japan', 'Fuji, Mount (Japan)', 'Suruga Bay (Japan)']","['Sailboats--Japanese--Japan--1850-1860', 'Fuji, Mount (Japan)--1850-1860', 'Suruga Bay (Japan)--1850-1860']","['1 print : woodcut, color ; 36 x 24.6 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Pine beach at Miho in Suruga.']
['still image'],2024-12-08,loc-item-metadata\jpd-01328.json,2008660269,Tamagawa-zutsumi no hana,"['Ukiyo-e--Japanese--Color--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2008660269/,1856.,['Japan'],"['Cherry trees--Japan--1850-1860', 'Flowers--Japan--1850-1860', 'Rivers--Japan--1850-1860', 'Sightseers--Japan--1850-1860']","['1 print : woodcut, color ; 36.3 x 24.4 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Blossoms on the Tama River embankment.']
['still image'],2024-12-08,loc-item-metadata\jpd-01361.json,2008660302,Yamato hasedera,"[""Bird's-eye view prints--1850-1860"", 'Ukiyo-e--Japanese--Color--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2008660302/,1859.,['Japan'],"['Buddhist temples--Japan--1850-1860', 'Wooden buildings--Japan--1850-1860', 'Flowers--Japan--1850-1860']","['1 print : woodcut, color ; 35.7 x 23.8 cm.']",['jpn'],"['Utagawa, Hiroshige, 1826-1869, artist.']",No known restrictions on publication.,['Hasedera in Yamato Province.']
['still image'],2024-12-08,loc-item-metadata\jpd-01581.json,2002700010,Zoushigaya fujimi chaya,"['Ukiyo-e--1850-1860', 'Landscape prints--Japanese--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2002700010/,1858.,"['Japan', 'Fuji, Mount (Japan)']","['Teahouses--Japan--1850-1860', 'Fuji, Mount (Japan)--1850-1860']","['1 print : woodcut, color ; 35.9 x 24.5 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Fujimi Teahouse at Zoshigaya.']
['still image'],2024-12-08,loc-item-metadata\jpd-01803.json,2008660497,[Fūkeiga],"['Landscapes (Representations)--Japanese--1830-1860', 'Ukiyo-e--Japanese--Color--1830-1860--Reproductions--1900-1940', 'Woodcuts--Japanese--Color--1830-1860--Reproductions--1900-1940']",https://www.loc.gov/item/2008660497/,"[between 1900 and 1940, from an earlier print]",['Japan'],"['Rice paddies--Japan--1830-1860', 'Rain--Japan--1830-1860']","['1 print : woodcut, color.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['[Rice planting in rain].']
['still image'],2024-12-08,loc-item-metadata\jpd-01822.json,2008660517,[Fūkeiga],"['Landscapes (Representations)--Japanese--1830-1860', 'Ukiyo-e--Japanese--Color--1830-1860', 'Woodcuts--Japanese--Color--1830-1860--Reproductions--1900-1940']",https://www.loc.gov/item/2008660517/,"[between 1900 and 1940, from an earlier print]",['Japan'],"['Moon--1830-1860', 'Moonlight--Japan--1830-1860', 'Night--Japan--1830-1860', 'Boats--Japan--1830-1860']","['1 print : woodcut, color.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-02015.json,2008660635,Koganeibashi no sekishō,"['Ukiyo-e--Japanese--Color--1830-1840', 'Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940']",https://www.loc.gov/item/2008660635/,"[1838, printed later]","['Japan', 'Fuji, Mount (Japan)']","['Bridges--Japan--1830-1840', 'Cherry trees--Japan--1830-1840', 'Flowers--Japan--1830-1840', 'Canals--Japan--1830-1840', 'Country life--Japan--1830-1840', 'Villages--Japan--1830-1840', 'Fuji, Mount (Japan)']","['1 print : woodcut, color.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['Evening glow at Koganei Bridge.']
['still image'],2024-12-08,loc-item-metadata\jpd-02148.json,2008680291,[Hanging poems on a cherry tree],"['Ukiyo-e--Japanese--1740-1750', 'Woodcuts--Japanese--Color--1740-1750--Reproductions--1890-1930']",https://www.loc.gov/item/2008680291/,"[1741, printed later]",['Japan'],"['Women--Clothing & dress--Japan--1740-1750', 'Beauty--Japan--1740-1750', 'Poetry--1740-1750', 'Cherry trees--Japan--1740-1750', 'Flowers--Japan--1740-1750']","['1 print : woodcut, color ; 59.3 x 25.3 cm (sheet)']",['jpn'],"['Ishikawa, Toyonobu, 1711-1785, artist']",No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-02457.json,2008661015,[Teahouse at Koishikawa the morning after a snowfall],"['Ukiyo-e--Japanese--Color--1830-1840', 'Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940']",https://www.loc.gov/item/2008661015/,[between 1890 and 1940],"['Japan', 'Fuji, Mount (Japan)']","['Snow--Japan--1830-1840', 'Teahouses--Japan--1830-1840', 'Fuji, Mount (Japan)']","['1 print : woodcut, color.']",['jpn'],"['Katsushika, Hokusai, 1760-1849, artist.']",No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-02467.json,2008661025,[Sunset across the Ryōgoku Bridge over the Sumida River at Onmayagashi],"['Ukiyo-e--Japanese--Color--1830-1840', 'Woodcuts--Japanese--Color--1830-1840--Reproductions--1890-1940']",https://www.loc.gov/item/2008661025/,[between 1890 and 1940],"['Japan', 'Fuji, Mount (Japan)']","['Ferries--Japan--1830-1840', 'Sunrises & sunsets--1830-1840', 'Bridges--Japan--1830-1840', 'Rivers--Japan--1830-1840', 'Travelers--Japan--1830-1840', 'Fuji, Mount (Japan)']","['1 print : woodcut, color.']",['jpn'],"['Katsushika, Hokusai, 1760-1849, artist.']",No known restrictions on publication.,Not found
['still image'],2024-12-08,loc-item-metadata\jpd-02608.json,2002700023,Fūryū genji yuki no nagame,"['Ukiyo-e--1850-1860', 'Landscape prints--Japanese--1850-1860', 'Triptychs--Japanese--Color--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2002700023/,1853.,['Japan'],"['Women--Japan--1850-1860', 'Winter--Japan--1850-1860', 'Snow--Japan--1850-1860']","['1 print (3 sheets) : woodcut, color ; 36.8 x 76.1 cm (whole image), 36.4 x 25.4 cm (left panel), 36.8 x 25.1 cm (center panel), 36.5 x 25.6 cm (right panel)']",['jpn'],"['Utagawa, Kunisada, 1786-1864, artist.', 'Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,['A modern version of the Tale of Genji in snow scenes.']
['still image'],2024-12-08,loc-item-metadata\jpd-02925.json,2009631864,Shichūhan'ei tanabata matsuri,"[""Bird's-eye view prints--1850-1860"", 'Ukiyo-e--Japanese--Color--1850-1860', 'Woodcuts--Japanese--Color--1850-1860']",https://www.loc.gov/item/2009631864/,[1857],"['Japan--Tokyo', 'Tokyo (Japan)']","['Festivals--Japan--Tokyo--1850-1860', 'Bamboo--Japan--Tokyo--1850-1860', 'Festive decorations--Japan--Tokyo--1850-1860', 'City & town life--Japan--Tokyo--1850-1860', 'Tokyo (Japan)--1850-1860']","['1 print : woodcut, color ; 36.3 x 24.1 cm.']",['jpn'],"['Andō, Hiroshige, 1797-1858, artist.']",No known restrictions on publication.,"['The city flourishing, Tanabata festival.']"
still image,2024-12-08,nypl-item-metadata\00121360-c5d2-012f-3258-58d385a7bc34.json,00121360-c5d2-012f-3258-58d385a7bc34,['Girl with parasol carrying infant on back.'],"['Postcards', 'Genre photographs']",https://digitalcollections.nypl.org/items/00121360-c5d2-012f-3258-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Japanese', 'Children', 'Parasols', 'Clothing & dress -- Japan', 'Infants']",['14 x 9 cm.'],eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0032a710-c5d3-012f-18d7-58d385a7bc34.json,0032a710-c5d3-012f-18d7-58d385a7bc34,['Native boutique.'],"['Postcards', 'Genre photographs']",https://digitalcollections.nypl.org/items/0032a710-c5d3-012f-18d7-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Produce stands', 'Food vendors']","['Collotypes', '9 x 14 cm.']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\005b5350-c5d2-012f-c31b-58d385a7bc34.json,005b5350-c5d2-012f-c31b-58d385a7bc34,['Maiko tending garden.'],"['Postcards', 'Genre photographs']",https://digitalcollections.nypl.org/items/005b5350-c5d2-012f-c31b-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Japanese', 'Geishas', 'Kimonos', 'Backyards', 'Teenagers']","['Collotypes', '14 x 9 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\007fbda0-c5d3-012f-dd3b-58d385a7bc34.json,007fbda0-c5d3-012f-dd3b-58d385a7bc34,"['Tea estate coolie lines [i.e., housing accommodations].']","['Postcards', 'Genre photographs']",https://digitalcollections.nypl.org/items/007fbda0-c5d3-012f-dd3b-58d385a7bc34,Not found,Ceylon,"['Sri Lankans', 'Sri Lanka', 'Contract laborers', 'Dwellings--Sri Lanka']","['Collotypes', '9 x 14 cm.']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\058cdb20-c5d2-012f-089d-58d385a7bc34.json,058cdb20-c5d2-012f-089d-58d385a7bc34,"['Hamano-Cho, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/058cdb20-c5d2-012f-089d-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Utility poles', 'Commercial streets', 'Signs (Notices)', 'City & town life -- Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\05c1e9e0-c5d2-012f-a038-58d385a7bc34.json,05c1e9e0-c5d2-012f-a038-58d385a7bc34,"['Front Street Mitsui Bussan Kaisha, Ohura, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/05c1e9e0-c5d2-012f-a038-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Utility poles', 'Street railroads']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0608ad80-c5d2-012f-7d97-58d385a7bc34.json,0608ad80-c5d2-012f-7d97-58d385a7bc34,"['Kencho dori, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0608ad80-c5d2-012f-7d97-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Signs (Notices)', 'Utility poles', 'Commercial streets']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\063b3b00-c5d2-012f-0b79-58d385a7bc34.json,063b3b00-c5d2-012f-0b79-58d385a7bc34,"['Wisteria blossoms Daitokuji Temple, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/063b3b00-c5d2-012f-0b79-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Courtyards', 'Teahouses', 'Wisteria']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\06831e40-c5d2-012f-1705-58d385a7bc34.json,06831e40-c5d2-012f-1705-58d385a7bc34,"['Entrance pavilion, Fisheries Exhibition, Nagasaki, Japan']",Postcards,https://digitalcollections.nypl.org/items/06831e40-c5d2-012f-1705-58d385a7bc34,Not found,s.l.,"['Nagasaki-shi (Japan)', 'Exhibition buildings', 'Architecture--Japan']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\06a999f0-c5d3-012f-19e0-58d385a7bc34.json,06a999f0-c5d3-012f-19e0-58d385a7bc34,"['The Perahera, an annual Buddhist procession.  Kandy (Ceylon).']",Postcards,https://digitalcollections.nypl.org/items/06a999f0-c5d3-012f-19e0-58d385a7bc34,"['1901', '1907']",Colombo,"['Sri Lankans', 'Sri Lanka', 'Festivals', 'Religious processions', 'Howdahs', 'Elephants']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Colombo Apothecaries Company,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\06b8ad90-c5d2-012f-5f9e-58d385a7bc34.json,06b8ad90-c5d2-012f-5f9e-58d385a7bc34,['Matsubara.  Tea-house Mogi Road Tagami Nagasaki.'],Postcards,https://digitalcollections.nypl.org/items/06b8ad90-c5d2-012f-5f9e-58d385a7bc34,"['1907', '1918']",s.l.,"['Nagasaki-shi (Japan)', 'Teahouses', 'Leisure -- Japan', 'Japanese', 'Gutters (Roofs)']","['Collotypes', '9 x14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\06dfc390-c5d3-012f-bbf9-58d385a7bc34.json,06dfc390-c5d3-012f-bbf9-58d385a7bc34,"['The golden casket presented by the Burmese pilgrims to the Temple of the Tooth, Kandy, Ceylon.']","['Postcards', 'Group portraits']",https://digitalcollections.nypl.org/items/06dfc390-c5d3-012f-bbf9-58d385a7bc34,Not found,Ceylon,Not found,"['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,"Andrée (Firm : Colombo, Sri Lanka)","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\070969e0-c5d2-012f-a3f2-58d385a7bc34.json,070969e0-c5d2-012f-a3f2-58d385a7bc34,"['Umegasaki, Nagasaki.']","['Postcards', 'Cityscapes']",https://digitalcollections.nypl.org/items/070969e0-c5d2-012f-a3f2-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Roofs', 'Utility poles']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
